hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
7.034126506023889,13,3,3,3.0,1.0,4.0,42,Travel_Rarely,Research & Development,7,3,Technical Degree,1,4040,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,No
6.597993083444722,17,3,3,1.0,,3.0,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,314,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0,No
8.42286702365,10,2,3,3.0,3.0,3.0,42,Travel_Rarely,Sales,7,4,Medical,1,3033,Male,3,Research Scientist,Divorced,22260,0.0,Y,12,8,1,4.0,3,3,1,0,No
6.598115796519167,4,3,3,3.0,3.0,3.0,24,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3900,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,No
6.406742525658055,5,3,4,1.0,3.0,4.0,28,Travel_Frequently,Research & Development,2,3,Medical,1,799,Male,1,Research Scientist,Married,22740,3.0,Y,20,8,1,5.0,5,3,1,2,Yes
7.2349910754125,15,1,3,4.0,4.0,3.0,41,Travel_Rarely,Sales,2,2,Medical,1,1163,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0,No
6.018956938866389,22,2,3,4.0,3.0,3.0,35,Travel_Rarely,Sales,7,4,Other,1,802,Female,4,Healthcare Representative,Married,25530,1.0,Y,14,8,1,1.0,4,1,0,0,No
5.671687862561111,14,2,4,4.0,3.0,3.0,32,Non-Travel,Research & Development,7,2,Life Sciences,1,1682,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,Yes
9.233674698795,5,2,3,1.0,2.0,2.0,47,Non-Travel,Research & Development,1,1,Medical,1,2954,Male,1,Research Scientist,Married,57620,1.0,Y,11,8,2,10.0,4,10,9,9,Yes
7.823163766175556,5,2,3,3.0,1.0,3.0,23,Travel_Rarely,Sales,2,3,Medical,1,3268,Female,4,Manufacturing Director,Married,45590,1.0,Y,18,8,1,1.0,2,0,0,0,Yes
9.293517402945,10,2,3,3.0,3.0,2.0,42,Non-Travel,Research & Development,4,3,Life Sciences,1,697,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10,No
6.358520749665278,22,3,4,4.0,3.0,2.0,32,Travel_Rarely,Sales,2,3,Marketing,1,49,Male,2,Laboratory Technician,Married,27060,1.0,Y,21,8,1,13.0,4,13,4,8,No
10.743467202141666,3,3,3,3.0,4.0,1.0,57,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1376,Male,2,Manufacturing Director,Divorced,20130,3.0,Y,14,8,1,12.0,5,5,1,4,No
6.583981481481389,21,3,3,2.0,3.0,4.0,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,No
7.104441097724167,18,2,4,3.0,2.0,4.0,31,Travel_Frequently,Research & Development,10,1,Life Sciences,1,1472,Female,1,Research Scientist,Single,41890,0.0,Y,23,8,1,6.0,3,5,1,4,Yes
7.484396474787777,4,4,3,1.0,3.0,3.0,31,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3930,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,No
6.643965863453611,19,2,3,1.0,1.0,3.0,25,Travel_Rarely,Sales,16,4,Life Sciences,1,2234,Male,2,Research Scientist,Married,198590,3.0,Y,19,8,0,6.0,3,3,2,2,Yes
5.726736947791111,22,4,4,1.0,4.0,1.0,26,Travel_Rarely,Research & Development,3,2,Medical,1,161,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,No
8.645654841588334,20,3,3,2.0,4.0,3.0,55,Travel_Rarely,Research & Development,1,4,Other,1,2966,Female,1,Research Scientist,Married,67990,3.0,Y,11,8,0,12.0,2,10,0,8,No
5.7102721999105555,12,4,3,3.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,4,Medical,1,4229,Male,2,Healthcare Representative,Single,101240,0.0,Y,14,8,1,16.0,2,15,2,8,No
6.610930388219445,23,3,3,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3801,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,No
5.468940205265278,22,2,4,1.0,1.0,2.0,54,Travel_Rarely,Human Resources,9,3,Life Sciences,1,135,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2,No
10.412440874609445,4,2,4,4.0,4.0,3.0,37,Travel_Rarely,Research & Development,7,4,Life Sciences,1,538,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,No
7.399168897813333,6,3,3,2.0,2.0,2.0,42,Travel_Rarely,Research & Development,20,2,Medical,1,347,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8,No
5.781059794734444,13,2,3,4.0,4.0,3.0,29,Travel_Rarely,Research & Development,2,4,Medical,1,1467,Male,1,Laboratory Technician,Divorced,26790,2.0,Y,15,8,0,10.0,2,3,0,2,No
6.4150401606425,10,2,3,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,9,1,Medical,1,225,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,Yes
7.6112918340025,11,2,3,3.0,3.0,3.0,30,Non-Travel,Research & Development,17,4,Life Sciences,1,4364,Male,2,Healthcare Representative,Single,64300,1.0,Y,12,8,1,12.0,2,11,5,8,No
10.213231816153334,7,3,3,4.0,2.0,3.0,22,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2552,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,Yes
9.812481035251944,16,3,3,3.0,3.0,3.0,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3607,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,No
5.795688308790556,8,3,3,3.0,2.0,3.0,21,Travel_Rarely,Human Resources,10,2,Human Resources,1,1583,Male,1,Laboratory Technician,Single,53730,1.0,Y,12,8,1,1.0,2,1,0,0,Yes
10.213859883980279,16,2,4,3.0,4.0,1.0,33,Travel_Rarely,Sales,11,4,Marketing,1,4387,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4,Yes
5.908915662650555,17,3,3,1.0,3.0,4.0,47,Travel_Rarely,Research & Development,3,2,Medical,1,2237,Male,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,20,5,6,No
7.598898929049445,11,4,3,3.0,3.0,3.0,26,Travel_Rarely,Research & Development,17,4,Life Sciences,1,1347,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,No
6.140930388219444,23,3,3,4.0,1.0,2.0,28,Travel_Rarely,Sales,1,4,Life Sciences,1,2146,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,No
7.8463029897366665,10,2,4,4.0,3.0,3.0,34,Non-Travel,Research & Development,7,4,Medical,1,1010,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,No
5.913382418563056,11,3,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,1,Medical,1,2723,Male,1,Research Scientist,Divorced,57650,1.0,Y,14,8,1,1.0,2,1,0,0,No
6.3046954484602775,14,4,3,1.0,3.0,2.0,30,Travel_Rarely,Sales,13,3,Marketing,1,1356,Female,2,Laboratory Technician,Single,57700,1.0,Y,16,8,1,5.0,2,5,0,4,No
8.819234716644166,12,3,4,4.0,4.0,3.0,43,Travel_Rarely,Sales,1,3,Marketing,1,4388,Female,2,Manufacturing Director,Married,29320,5.0,Y,24,8,0,22.0,3,17,1,9,No
7.89557675145,9,2,3,3.0,4.0,3.0,30,Travel_Frequently,Sales,3,2,Marketing,1,128,Male,3,Research Scientist,Single,11290,9.0,Y,19,8,0,3.0,2,1,0,0,Yes
6.154141008478334,21,3,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,1,3,Medical,1,1358,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2,No
8.522660642570278,11,3,3,3.0,2.0,2.0,27,Travel_Rarely,Research & Development,5,4,Medical,1,4323,Male,2,Healthcare Representative,Married,47350,0.0,Y,13,8,0,6.0,2,5,1,1,No
6.4694667559125,5,2,3,2.0,1.0,3.0,38,Travel_Rarely,Sales,2,4,Life Sciences,1,3646,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,No
7.116712405176111,7,3,3,3.0,2.0,1.0,36,Travel_Rarely,Research & Development,13,3,Technical Degree,1,4038,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,No
6.066388888888889,21,3,4,4.0,2.0,3.0,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2438,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,No
6.976925479696389,5,3,3,3.0,1.0,3.0,43,Travel_Frequently,Research & Development,5,3,Medical,1,555,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,No
8.434079651940833,19,2,3,2.0,1.0,4.0,36,Travel_Rarely,Research & Development,25,1,Life Sciences,1,2721,Female,4,Sales Executive,Married,170070,9.0,Y,12,8,1,6.0,2,1,0,0,No
5.9434694332886115,14,3,3,4.0,3.0,3.0,38,Travel_Rarely,Sales,8,2,Marketing,1,4351,Male,5,Research Scientist,Married,49300,9.0,Y,14,8,0,14.0,0,1,0,0,No
5.5637918340025,21,3,3,3.0,4.0,3.0,39,Travel_Frequently,Research & Development,19,4,Medical,1,69,Female,1,Research Scientist,Married,20620,1.0,Y,13,8,0,21.0,4,21,13,3,No
7.094663096831667,16,3,3,3.0,3.0,3.0,43,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2398,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,No
7.558993752788889,8,4,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,10,1,Life Sciences,1,3783,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2,No
10.092957385095833,13,2,3,1.0,2.0,3.0,24,Travel_Rarely,Research & Development,27,2,Medical,1,157,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,Yes
6.611752565818611,6,1,3,4.0,4.0,2.0,37,Travel_Rarely,Research & Development,14,4,Life Sciences,1,598,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,No
6.952655064703055,12,3,3,2.0,3.0,3.0,31,Travel_Frequently,Sales,4,3,Life Sciences,1,2225,Male,2,Manager,Single,30570,1.0,Y,19,8,0,1.0,3,1,0,0,Yes
10.589165551093055,7,2,3,4.0,3.0,3.0,58,Non-Travel,Research & Development,2,3,Life Sciences,1,51,Male,2,Manufacturing Director,Divorced,39680,2.0,Y,13,8,2,12.0,3,5,1,2,No
8.835515394912777,15,3,3,1.0,2.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,754,Male,2,Sales Executive,Single,53090,3.0,Y,13,8,0,15.0,5,5,0,1,No
7.215689424363889,21,3,3,1.0,1.0,3.0,46,Travel_Rarely,Research & Development,23,1,Life Sciences,1,2540,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,No
7.105554439981945,7,3,4,2.0,1.0,2.0,22,Travel_Rarely,Research & Development,8,3,Other,1,3417,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,No
5.569022757697223,22,3,3,2.0,1.0,2.0,35,Travel_Frequently,Human Resources,9,3,Other,1,4221,Female,2,Sales Representative,Married,40840,4.0,Y,13,8,1,5.0,3,3,1,2,No
6.37344042838,18,3,4,4.0,2.0,2.0,53,Travel_Rarely,Research & Development,2,4,Technical Degree,1,3726,Male,2,Manager,Single,116910,4.0,Y,20,8,0,35.0,2,9,8,8,No
5.816875278893333,19,3,3,2.0,3.0,2.0,29,Travel_Rarely,Research & Development,10,2,Medical,1,3255,Male,3,Manufacturing Director,Married,169590,4.0,Y,14,8,3,11.0,5,8,1,1,No
7.825960508701389,11,3,4,3.0,1.0,3.0,31,Non-Travel,Research & Development,28,4,Medical,1,452,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,Yes
6.607699687639444,7,2,3,1.0,3.0,3.0,42,Travel_Frequently,Sales,10,3,Marketing,1,3092,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2,No
6.1345771976794445,18,3,3,2.0,2.0,2.0,30,Travel_Rarely,Research & Development,4,3,Medical,1,2354,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,No
6.392674029451111,18,1,3,4.0,2.0,3.0,46,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,No
6.420800981704445,8,1,3,3.0,3.0,2.0,32,Travel_Rarely,Sales,10,3,Marketing,1,1839,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,No
7.486272869254722,6,3,3,4.0,1.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2410,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,No
8.088929049531389,20,3,4,4.0,3.0,4.0,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,3933,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,No
8.501811691209166,14,2,3,2.0,4.0,3.0,24,Travel_Rarely,Sales,1,3,Marketing,1,1687,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,No
6.5847043730475,15,4,3,4.0,1.0,1.0,48,Travel_Rarely,Research & Development,8,1,Medical,1,1705,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,No
6.382033690316667,12,3,3,3.0,4.0,4.0,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,16,Male,2,Healthcare Representative,Married,53460,4.0,Y,11,8,0,7.0,2,5,0,1,No
5.621764837126111,20,3,3,3.0,3.0,4.0,31,Non-Travel,Research & Development,14,2,Life Sciences,1,2618,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,No
7.223916778223889,13,4,3,1.0,2.0,3.0,41,Travel_Frequently,Research & Development,16,1,Medical,1,3049,Female,1,Research Scientist,Single,28100,1.0,Y,11,8,0,8.0,3,8,7,7,Yes
7.255912539045,18,4,3,2.0,4.0,2.0,42,Travel_Frequently,Research & Development,9,4,Medical,1,1797,Male,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,24,14,9,No
6.469776885318889,15,2,4,3.0,2.0,,42,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2710,Male,2,Laboratory Technician,Married,66510,0.0,Y,20,8,0,10.0,5,9,4,2,No
7.282734270414722,19,4,4,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,4,4,Medical,1,1076,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,Yes
5.659800312360278,21,3,3,1.0,4.0,3.0,45,Non-Travel,Research & Development,9,2,Medical,1,1407,Female,1,Sales Executive,Married,95250,9.0,Y,19,8,0,22.0,3,20,11,8,No
8.912962962962778,15,3,3,3.0,1.0,3.0,35,Non-Travel,Research & Development,5,4,Technical Degree,1,2736,Female,3,Manufacturing Director,Married,48980,2.0,Y,15,8,2,10.0,2,4,2,3,No
8.193192771084167,11,3,3,4.0,1.0,3.0,40,Travel_Frequently,Research & Development,3,4,Medical,1,1746,Female,3,Human Resources,Married,51260,5.0,Y,18,8,0,20.0,2,18,1,12,No
9.914504685408055,14,3,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,16,3,Medical,1,1193,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,No
6.333999330655834,23,3,3,4.0,4.0,2.0,52,Travel_Rarely,Research & Development,5,4,Other,1,3382,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,No
6.65505577867,22,3,4,1.0,4.0,3.0,42,Travel_Frequently,Research & Development,8,4,Medical,1,793,Female,1,Sales Executive,Single,60620,1.0,Y,22,8,2,12.0,2,12,5,8,No
5.945283355644722,14,3,3,3.0,3.0,4.0,43,Travel_Frequently,Research & Development,14,3,Medical,1,73,Female,5,Research Director,Divorced,38860,1.0,Y,17,8,2,9.0,2,9,0,0,No
9.972300312360277,15,3,3,2.0,4.0,4.0,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,780,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2,No
5.942891566265,14,3,3,1.0,2.0,3.0,28,Travel_Frequently,Research & Development,7,3,Life Sciences,1,543,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,Yes
6.677000223114445,18,1,3,3.0,3.0,3.0,21,Travel_Rarely,Sales,16,2,Life Sciences,1,1709,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2,No
5.941754796965555,15,3,3,3.0,2.0,2.0,45,Non-Travel,Research & Development,8,1,Life Sciences,1,3379,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,No
6.180004462293611,22,3,3,3.0,4.0,2.0,33,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4399,Female,1,Sales Executive,Married,27660,1.0,Y,12,8,1,2.0,2,2,0,2,No
10.099602855867778,5,3,3,2.0,2.0,3.0,46,Travel_Rarely,Research & Development,9,3,Medical,1,4232,Male,3,Manager,Divorced,164370,8.0,Y,15,8,1,16.0,0,4,0,2,No
9.742307005800834,16,3,3,4.0,3.0,2.0,28,Travel_Frequently,Research & Development,2,3,Other,1,3604,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,No
5.64401048639,15,3,4,1.0,4.0,3.0,44,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,No
10.555600178491666,10,3,4,3.0,1.0,3.0,39,Travel_Rarely,Sales,1,4,Life Sciences,1,2997,Male,1,Sales Executive,Married,196650,1.0,Y,22,8,1,21.0,6,21,11,10,No
5.773892235608889,14,2,3,4.0,2.0,2.0,30,Travel_Rarely,Human Resources,20,4,Life Sciences,1,4095,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,No
5.695473003123333,20,3,3,1.0,3.0,3.0,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,2470,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,Yes
6.868564257028056,19,2,4,3.0,4.0,4.0,32,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2288,Female,3,Laboratory Technician,Single,44030,2.0,Y,20,8,0,10.0,3,5,0,0,No
8.938624497991944,12,3,3,2.0,1.0,2.0,44,Travel_Rarely,Research & Development,1,1,Medical,1,2735,Female,3,Research Scientist,Divorced,15630,5.0,Y,12,8,2,9.0,3,4,1,3,No
6.685051316376389,7,1,3,2.0,3.0,2.0,24,Travel_Rarely,Research & Development,5,4,Other,1,2620,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,No
6.9124386434625,20,3,3,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1535,Male,2,Healthcare Representative,Single,24720,7.0,Y,13,8,0,10.0,2,7,0,7,No
7.493730477465278,16,4,3,4.0,3.0,,42,Travel_Rarely,Research & Development,23,4,Other,1,1954,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,No
6.938559794734444,16,3,3,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,6,2,Medical,1,576,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,No
8.549974341811666,13,3,3,3.0,1.0,2.0,46,Travel_Frequently,Research & Development,12,1,Medical,1,1306,Male,1,Laboratory Technician,Married,20740,2.0,Y,15,8,1,21.0,3,10,9,5,No
6.180560017849166,17,3,3,4.0,4.0,2.0,36,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3456,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,No
6.626446898705833,17,3,3,3.0,1.0,2.0,48,Travel_Rarely,Research & Development,2,5,Life Sciences,1,857,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,No
6.8763186077641665,10,3,3,4.0,1.0,3.0,28,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2081,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,No
7.1986044176705555,4,3,3,3.0,1.0,2.0,36,Travel_Rarely,Research & Development,24,3,Other,1,762,Female,3,Research Director,Married,63970,4.0,Y,14,8,1,11.0,3,3,0,2,No
6.971973449352777,10,4,3,4.0,4.0,1.0,38,Travel_Rarely,Human Resources,25,1,Human Resources,1,1412,Female,1,Manufacturing Director,Married,78470,3.0,Y,14,8,1,9.0,3,7,1,7,No
10.39396140116,12,2,3,4.0,3.0,3.0,58,Non-Travel,Research & Development,2,3,Life Sciences,1,1521,Male,2,Manufacturing Director,Divorced,39680,2.0,Y,13,8,2,12.0,3,5,1,2,No
9.591868585452778,13,2,3,2.0,1.0,2.0,30,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3413,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,No
7.674680946006111,21,4,3,,4.0,3.0,38,Travel_Rarely,Research & Development,24,2,Other,1,490,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,No
6.084455600178333,11,3,3,4.0,4.0,3.0,33,Travel_Rarely,Sales,23,4,Marketing,1,3473,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,No
6.803904506916389,17,3,4,2.0,1.0,2.0,22,Travel_Rarely,Research & Development,8,3,Other,1,1947,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,No
5.924803659080555,7,3,3,3.0,1.0,3.0,24,Travel_Rarely,Sales,10,2,Marketing,1,840,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0,No
7.1224743418116665,15,3,3,2.0,4.0,2.0,33,Non-Travel,Sales,9,2,Technical Degree,1,1967,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,No
8.570076974564723,12,2,3,2.0,4.0,3.0,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,2474,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,No
6.309892904953055,15,1,3,2.0,3.0,2.0,40,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,No
7.466047523426944,10,3,3,3.0,1.0,3.0,36,Travel_Rarely,Sales,2,4,Technical Degree,1,1965,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,Yes
6.768606648817222,8,4,3,2.0,2.0,3.0,28,Travel_Rarely,Research & Development,29,2,Life Sciences,1,2550,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,No
8.641736947791111,15,3,3,4.0,4.0,2.0,30,Travel_Rarely,Sales,18,3,Life Sciences,1,1293,Male,4,Human Resources,Married,22960,1.0,Y,18,8,1,10.0,2,10,3,0,No
6.334894020526389,14,2,3,4.0,2.0,3.0,40,Travel_Rarely,Research & Development,6,2,Medical,1,3070,Male,3,Research Scientist,Divorced,43320,7.0,Y,14,8,2,8.0,3,5,1,3,No
6.094065149486667,15,3,3,3.0,4.0,2.0,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,2424,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,No
7.103788487282222,7,3,3,4.0,4.0,1.0,52,Travel_Rarely,Research & Development,12,3,Medical,1,1621,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,No
6.461750334671945,9,3,3,4.0,2.0,3.0,55,Travel_Frequently,Research & Development,23,5,Life Sciences,1,2000,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,No
7.100759705488611,13,3,3,4.0,1.0,3.0,30,Travel_Rarely,Sales,3,3,Life Sciences,1,2226,Male,3,Sales Executive,Divorced,51210,7.0,Y,13,8,0,8.0,4,3,0,2,No
7.1906381079875,12,2,4,1.0,3.0,2.0,27,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4033,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,No
6.10411869701,15,3,3,3.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4174,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3,Yes
6.938592146363056,12,3,4,4.0,2.0,3.0,46,Travel_Rarely,Research & Development,8,4,Other,1,612,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,No
9.8631659973225,12,4,3,3.0,4.0,3.0,31,Travel_Rarely,Sales,2,5,Life Sciences,1,1393,Male,2,Sales Representative,Married,27280,8.0,Y,11,8,0,7.0,3,4,0,2,No
6.567569165550833,10,3,4,4.0,3.0,3.0,27,Travel_Frequently,Sales,24,3,Life Sciences,1,1256,Male,4,Healthcare Representative,Single,31720,1.0,Y,20,8,1,9.0,1,9,1,7,No
6.978775100401389,11,4,3,3.0,1.0,3.0,31,Travel_Rarely,Sales,24,1,Marketing,1,2109,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,No
6.48505577867,17,2,3,2.0,2.0,2.0,35,Travel_Rarely,Sales,7,4,Life Sciences,1,19,Male,1,Sales Representative,Divorced,24380,7.0,Y,16,8,0,10.0,5,7,6,2,No
5.4666990182952775,22,1,3,1.0,3.0,3.0,58,Travel_Rarely,Research & Development,27,3,Other,1,3621,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,No
5.705474118696944,20,4,3,4.0,2.0,1.0,35,Travel_Rarely,Research & Development,23,4,Life Sciences,1,824,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3,No
7.204306113342223,6,3,3,4.0,2.0,3.0,51,Travel_Rarely,Human Resources,4,2,Human Resources,1,2872,Male,2,Sales Representative,Single,25700,3.0,Y,18,8,0,21.0,2,7,1,0,No
6.979201249441944,8,3,3,2.0,4.0,2.0,31,Travel_Rarely,Research & Development,8,1,Technical Degree,1,2986,Male,1,Manufacturing Director,Married,29360,4.0,Y,12,8,1,10.0,2,8,7,7,No
